variant_id,product_id,source_variant_id,sku_or_reference,color_name,size_name,price,currency,compare_at_price,availability_status,variant_url,source_last_seen_at,evidence_file,evidence_method
zara-us:01030731:571545044-400-4,zara-us:01030731,571545044-400-4,571545044-400-4,Blue,L,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/striped-boxy-fit-shirt-p01030731.html?v1=571545042,2026-09-06T04:24:17.111Z,data\raw\zara\01030731.json,JSON-LD ProductGroup.hasVariant
zara-us:01030731:571545044-400-5,zara-us:01030731,571545044-400-5,571545044-400-5,Blue,XL,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/striped-boxy-fit-shirt-p01030731.html?v1=571545042,2026-09-06T04:24:17.111Z,data\raw\zara\01030731.json,JSON-LD ProductGroup.hasVariant
zara-us:01030731:571545044-403-2,zara-us:01030731,571545044-403-2,571545044-403-2,Sky blue,S,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/striped-boxy-fit-shirt-p01030731.html?v1=571545043,2026-09-06T04:24:17.111Z,data\raw\zara\01030731.json,JSON-LD ProductGroup.hasVariant
zara-us:01030731:571545044-403-3,zara-us:01030731,571545044-403-3,571545044-403-3,Sky blue,M,69.90,USD,,https://schema.org/LimitedAvailability,https://www.zara.com/us/en/striped-boxy-fit-shirt-p01030731.html?v1=571545043,2026-09-06T04:24:17.111Z,data\raw\zara\01030731.json,JSON-LD ProductGroup.hasVariant
zara-us:01030731:571545044-403-4,zara-us:01030731,571545044-403-4,571545044-403-4,Sky blue,L,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/striped-boxy-fit-shirt-p01030731.html?v1=571545043,2026-09-06T04:24:17.111Z,data\raw\zara\01030731.json,JSON-LD ProductGroup.hasVariant
zara-us:01030731:571545044-403-5,zara-us:01030731,571545044-403-5,571545044-403-5,Sky blue,XL,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/striped-boxy-fit-shirt-p01030731.html?v1=571545043,2026-09-06T04:24:17.111Z,data\raw\zara\01030731.json,JSON-LD ProductGroup.hasVariant
zara-us:01038623:572088106-802-2,zara-us:01038623,572088106-802-2,572088106-802-2,Gray,S,79.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/oversized-patch-pocket-shirt-p01038623.html?v1=572088106,2026-09-06T04:26:30.569Z,data\raw\zara\01038623.json,JSON-LD ProductGroup.hasVariant
zara-us:01038623:572088106-802-3,zara-us:01038623,572088106-802-3,572088106-802-3,Gray,M,79.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/oversized-patch-pocket-shirt-p01038623.html?v1=572088106,2026-09-06T04:26:30.569Z,data\raw\zara\01038623.json,JSON-LD ProductGroup.hasVariant
zara-us:01038623:572088106-802-4,zara-us:01038623,572088106-802-4,572088106-802-4,Gray,L,79.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/oversized-patch-pocket-shirt-p01038623.html?v1=572088106,2026-09-06T04:26:30.569Z,data\raw\zara\01038623.json,JSON-LD ProductGroup.hasVariant
zara-us:01038623:572088106-802-5,zara-us:01038623,572088106-802-5,572088106-802-5,Gray,XL,79.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/oversized-patch-pocket-shirt-p01038623.html?v1=572088106,2026-09-06T04:26:30.569Z,data\raw\zara\01038623.json,JSON-LD ProductGroup.hasVariant
zara-us:01063447:555454976-445-2,zara-us:01063447,555454976-445-2,555454976-445-2,Blue / Green,S,59.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/checked-regular-fit-shirt-p01063447.html?v1=555454976,2026-09-06T04:26:51.345Z,data\raw\zara\01063447.json,JSON-LD ProductGroup.hasVariant
zara-us:01063447:555454976-445-3,zara-us:01063447,555454976-445-3,555454976-445-3,Blue / Green,M,59.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/checked-regular-fit-shirt-p01063447.html?v1=555454976,2026-09-06T04:26:51.345Z,data\raw\zara\01063447.json,JSON-LD ProductGroup.hasVariant
zara-us:01063447:555454976-445-4,zara-us:01063447,555454976-445-4,555454976-445-4,Blue / Green,L,59.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/checked-regular-fit-shirt-p01063447.html?v1=555454976,2026-09-06T04:26:51.345Z,data\raw\zara\01063447.json,JSON-LD ProductGroup.hasVariant
zara-us:01063447:555454976-445-5,zara-us:01063447,555454976-445-5,555454976-445-5,Blue / Green,XL,59.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/checked-regular-fit-shirt-p01063447.html?v1=555454976,2026-09-06T04:26:51.345Z,data\raw\zara\01063447.json,JSON-LD ProductGroup.hasVariant
zara-us:01210228:556190896-066-1,zara-us:01210228,556190896-066-1,556190896-066-1,Ecru / Navy,XS,59.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/plaid-short-jumpsuit-with-tabs-p01210228.html?v1=556190896,2026-09-06T04:28:49.600Z,data\raw\zara\01210228.json,JSON-LD ProductGroup.hasVariant
zara-us:01210228:556190896-066-2,zara-us:01210228,556190896-066-2,556190896-066-2,Ecru / Navy,S,59.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/plaid-short-jumpsuit-with-tabs-p01210228.html?v1=556190896,2026-09-06T04:28:49.600Z,data\raw\zara\01210228.json,JSON-LD ProductGroup.hasVariant
zara-us:01210228:556190896-066-3,zara-us:01210228,556190896-066-3,556190896-066-3,Ecru / Navy,M,59.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/plaid-short-jumpsuit-with-tabs-p01210228.html?v1=556190896,2026-09-06T04:28:49.600Z,data\raw\zara\01210228.json,JSON-LD ProductGroup.hasVariant
zara-us:01210228:556190896-066-4,zara-us:01210228,556190896-066-4,556190896-066-4,Ecru / Navy,L,59.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/plaid-short-jumpsuit-with-tabs-p01210228.html?v1=556190896,2026-09-06T04:28:49.600Z,data\raw\zara\01210228.json,JSON-LD ProductGroup.hasVariant
zara-us:01210228:556190896-066-5,zara-us:01210228,556190896-066-5,556190896-066-5,Ecru / Navy,XL,59.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/plaid-short-jumpsuit-with-tabs-p01210228.html?v1=556190896,2026-09-06T04:28:49.600Z,data\raw\zara\01210228.json,JSON-LD ProductGroup.hasVariant
zara-us:01210228:556190896-066-6,zara-us:01210228,556190896-066-6,556190896-066-6,Ecru / Navy,XXL,59.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/plaid-short-jumpsuit-with-tabs-p01210228.html?v1=556190896,2026-09-06T04:28:49.600Z,data\raw\zara\01210228.json,JSON-LD ProductGroup.hasVariant
zara-us:01437358:550491689-507-2,zara-us:01437358,550491689-507-2,550491689-507-2,Dark khaki,S,79.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/fluid-relaxed-fit-polo-shirt-p01437358.html?v1=550491689,2026-09-06T04:26:32.279Z,data\raw\zara\01437358.json,JSON-LD ProductGroup.hasVariant
zara-us:01437358:550491689-507-3,zara-us:01437358,550491689-507-3,550491689-507-3,Dark khaki,M,79.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/fluid-relaxed-fit-polo-shirt-p01437358.html?v1=550491689,2026-09-06T04:26:32.279Z,data\raw\zara\01437358.json,JSON-LD ProductGroup.hasVariant
zara-us:01437358:550491689-507-4,zara-us:01437358,550491689-507-4,550491689-507-4,Dark khaki,L,79.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/fluid-relaxed-fit-polo-shirt-p01437358.html?v1=550491689,2026-09-06T04:26:32.279Z,data\raw\zara\01437358.json,JSON-LD ProductGroup.hasVariant
zara-us:01437358:550491689-507-5,zara-us:01437358,550491689-507-5,550491689-507-5,Dark khaki,XL,79.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/fluid-relaxed-fit-polo-shirt-p01437358.html?v1=550491689,2026-09-06T04:26:32.279Z,data\raw\zara\01437358.json,JSON-LD ProductGroup.hasVariant
zara-us:01758151:560284699-745-1,zara-us:01758151,560284699-745-1,560284699-745-1,Toffee,XS,169.00,USD,,https://schema.org/InStock,https://www.zara.com/us/en/lace-underwire-spaghetti-strap-dress-p01758151.html?v1=560284699,2026-09-06T04:27:59.033Z,data\raw\zara\01758151.json,JSON-LD ProductGroup.hasVariant
zara-us:01758151:560284699-745-2,zara-us:01758151,560284699-745-2,560284699-745-2,Toffee,S,169.00,USD,,https://schema.org/InStock,https://www.zara.com/us/en/lace-underwire-spaghetti-strap-dress-p01758151.html?v1=560284699,2026-09-06T04:27:59.033Z,data\raw\zara\01758151.json,JSON-LD ProductGroup.hasVariant
zara-us:01758151:560284699-745-3,zara-us:01758151,560284699-745-3,560284699-745-3,Toffee,M,169.00,USD,,https://schema.org/InStock,https://www.zara.com/us/en/lace-underwire-spaghetti-strap-dress-p01758151.html?v1=560284699,2026-09-06T04:27:59.033Z,data\raw\zara\01758151.json,JSON-LD ProductGroup.hasVariant
zara-us:01758151:560284699-745-4,zara-us:01758151,560284699-745-4,560284699-745-4,Toffee,L,169.00,USD,,https://schema.org/InStock,https://www.zara.com/us/en/lace-underwire-spaghetti-strap-dress-p01758151.html?v1=560284699,2026-09-06T04:27:59.033Z,data\raw\zara\01758151.json,JSON-LD ProductGroup.hasVariant
zara-us:01758151:560284699-745-5,zara-us:01758151,560284699-745-5,560284699-745-5,Toffee,XL,169.00,USD,,https://schema.org/InStock,https://www.zara.com/us/en/lace-underwire-spaghetti-strap-dress-p01758151.html?v1=560284699,2026-09-06T04:27:59.033Z,data\raw\zara\01758151.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-052-2,zara-us:01957102,545461653-052-2,545461653-052-2,Light beige,S,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461653,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-052-3,zara-us:01957102,545461653-052-3,545461653-052-3,Light beige,M,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461653,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-052-4,zara-us:01957102,545461653-052-4,545461653-052-4,Light beige,L,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461653,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-052-5,zara-us:01957102,545461653-052-5,545461653-052-5,Light beige,XL,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461653,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-250-2,zara-us:01957102,545461653-250-2,545461653-250-2,White,S,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461652,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-250-3,zara-us:01957102,545461653-250-3,545461653-250-3,White,M,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461652,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-250-4,zara-us:01957102,545461653-250-4,545461653-250-4,White,L,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461652,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-250-5,zara-us:01957102,545461653-250-5,545461653-250-5,White,XL,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461652,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-411-2,zara-us:01957102,545461653-411-2,545461653-411-2,Faded sky blue,S,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461655,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-411-3,zara-us:01957102,545461653-411-3,545461653-411-3,Faded sky blue,M,69.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461655,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-411-4,zara-us:01957102,545461653-411-4,545461653-411-4,Faded sky blue,L,69.90,USD,,https://schema.org/LimitedAvailability,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461655,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-411-5,zara-us:01957102,545461653-411-5,545461653-411-5,Faded sky blue,XL,69.90,USD,,https://schema.org/LimitedAvailability,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461655,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-422-2,zara-us:01957102,545461653-422-2,545461653-422-2,Dark navy,S,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461654,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-422-3,zara-us:01957102,545461653-422-3,545461653-422-3,Dark navy,M,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461654,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-422-4,zara-us:01957102,545461653-422-4,545461653-422-4,Dark navy,L,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461654,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-422-5,zara-us:01957102,545461653-422-5,545461653-422-5,Dark navy,XL,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461654,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-445-2,zara-us:01957102,545461653-445-2,545461653-445-2,Blue / Green,S,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461658,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-445-3,zara-us:01957102,545461653-445-3,545461653-445-3,Blue / Green,M,69.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461658,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-445-4,zara-us:01957102,545461653-445-4,545461653-445-4,Blue / Green,L,69.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461658,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-445-5,zara-us:01957102,545461653-445-5,545461653-445-5,Blue / Green,XL,69.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461658,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-732-2,zara-us:01957102,545461653-732-2,545461653-732-2,Caramel,S,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461659,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-732-3,zara-us:01957102,545461653-732-3,545461653-732-3,Caramel,M,69.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461659,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-732-4,zara-us:01957102,545461653-732-4,545461653-732-4,Caramel,L,69.90,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461659,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-732-5,zara-us:01957102,545461653-732-5,545461653-732-5,Caramel,XL,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461659,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-507-2,zara-us:01957102,545461653-507-2,545461653-507-2,Dark khaki,S,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461662,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-507-3,zara-us:01957102,545461653-507-3,545461653-507-3,Dark khaki,M,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461662,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-507-4,zara-us:01957102,545461653-507-4,545461653-507-4,Dark khaki,L,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461662,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:01957102:545461653-507-5,zara-us:01957102,545461653-507-5,545461653-507-5,Dark khaki,XL,69.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/100-linen-regular-fit-shirt-p01957102.html?v1=545461662,2026-09-06T04:26:47.811Z,data\raw\zara\01957102.json,JSON-LD ProductGroup.hasVariant
zara-us:02285098:571376274-446-1,zara-us:02285098,571376274-446-1,571376274-446-1,Electric blue,XS,119.00,USD,,https://schema.org/InStock,https://www.zara.com/us/en/zw-collection-draped-sash-dress-p02285098.html?v1=571376274,2026-09-06T04:29:09.033Z,data\raw\zara\02285098.json,JSON-LD ProductGroup.hasVariant
zara-us:02285098:571376274-446-2,zara-us:02285098,571376274-446-2,571376274-446-2,Electric blue,S,119.00,USD,,https://schema.org/OutOfStock,https://www.zara.com/us/en/zw-collection-draped-sash-dress-p02285098.html?v1=571376274,2026-09-06T04:29:09.033Z,data\raw\zara\02285098.json,JSON-LD ProductGroup.hasVariant
zara-us:02285098:571376274-446-3,zara-us:02285098,571376274-446-3,571376274-446-3,Electric blue,M,119.00,USD,,https://schema.org/InStock,https://www.zara.com/us/en/zw-collection-draped-sash-dress-p02285098.html?v1=571376274,2026-09-06T04:29:09.033Z,data\raw\zara\02285098.json,JSON-LD ProductGroup.hasVariant
zara-us:02285098:571376274-446-4,zara-us:02285098,571376274-446-4,571376274-446-4,Electric blue,L,119.00,USD,,https://schema.org/InStock,https://www.zara.com/us/en/zw-collection-draped-sash-dress-p02285098.html?v1=571376274,2026-09-06T04:29:09.033Z,data\raw\zara\02285098.json,JSON-LD ProductGroup.hasVariant
zara-us:02285098:571376274-446-5,zara-us:02285098,571376274-446-5,571376274-446-5,Electric blue,XL,119.00,USD,,https://schema.org/InStock,https://www.zara.com/us/en/zw-collection-draped-sash-dress-p02285098.html?v1=571376274,2026-09-06T04:29:09.033Z,data\raw\zara\02285098.json,JSON-LD ProductGroup.hasVariant
zara-us:02692792:568088557-505-2,zara-us:02692792,568088557-505-2,568088557-505-2,Khaki,S,79.90,USD,,https://schema.org/InStock,https://www.zara.com/us/en/relaxed-fit-tie-detail-shirt-p02692792.html?v1=568088557,2026-09-06T04:25:05.729Z,data\raw\zara\02692792.json,JSON-LD ProductGroup.hasVariant
